date,product,quantity,unit_price
2024-03-01,Jus Miami,349.0,7.0
2024-04-01,Jus Miami,471.0,7.0
2024-05-01,Jus Miami,479.0,7.0
2024-06-01,Jus Miami,622.0,7.0
2024-07-01,Jus Miami,685.0,7.0
2024-08-01,Jus Miami,579.0,7.0
2024-09-01,Jus Miami,524.0,7.0
2024-10-01,Jus Miami,425.0,7.0
2024-11-01,Jus Miami,389.0,7.0
2024-12-01,Jus Miami,580.0,7.0
2025-01-01,Jus Miami,317.0,7.0
2025-02-01,Jus Miami,310.0,7.0
2025-03-01,Jus Miami,337.0,7.0
2025-04-01,Jus Miami,388.0,7.0
2025-05-01,Jus Miami,,7.0
2025-06-01,Jus Miami,581.0,7.0
2025-07-01,Jus Miami,626.0,7.0
2025-08-01,Jus Miami,621.0,7.0
2025-09-01,Jus Miami,462.0,7.0
2025-10-01,Jus Miami,442.0,7.0
2025-11-01,Jus Miami,321.0,7.0
2025-12-01,Jus Miami,589.0,7.0
